customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned
CUST52056,16,Two year,28.28,383.8,Fiber optic,No,No,Yes,Credit card (automatic),No,0,Yes,Yes,Yes,Yes,1,51.4,0,0,0
CUST52057,12,Month-to-month,106.66,1293.94,No internet service,No,No,No,Bank transfer (automatic),No,0,No,No,Yes,No,1,0.0,0,0,0
CUST52058,6,Month-to-month,99.22,487.58,DSL,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,6.83,2,0,1
CUST52059,42,Month-to-month,120.0,3845.99,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,No,Yes,Yes,0,30.01,0,0,1
CUST52060,47,Two year,60.66,2480.17,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,1,42.47,0,0,1
CUST52061,61,Month-to-month,104.66,6430.85,No internet service,No,No,No,Electronic check,No,1,No,No,Yes,Yes,0,0.0,0,1,0
CUST52062,67,Month-to-month,72.93,4623.26,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,2,7.86,1,0,0
CUST52063,55,Month-to-month,120.0,7475.86,Fiber optic,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,No,1,31.39,1,0,0
CUST52064,54,Month-to-month,28.8,1250.05,DSL,Yes,No,No,Mailed check,Yes,0,No,No,Yes,No,3,45.24,0,0,1
CUST52065,58,Two year,106.78,6943.71,Fiber optic,No,Yes,No,Credit card (automatic),Yes,1,Yes,No,Yes,No,5,17.62,1,0,0
CUST52066,37,Month-to-month,82.66,2872.22,DSL,No,No,No,Electronic check,Yes,0,Yes,No,No,No phone service,2,18.63,1,0,0
CUST52067,25,Two year,98.83,2785.35,Fiber optic,Yes,No,No,Credit card (automatic),Yes,1,No,No,Yes,No,1,19.9,0,0,1
CUST52068,32,Month-to-month,108.24,2847.01,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,Yes,Yes,1,34.64,2,0,0
CUST52069,46,Month-to-month,91.91,3611.28,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,No,1,22.97,0,0,1
CUST52070,44,Two year,120.0,4723.43,DSL,No,Yes,No,Electronic check,No,0,Yes,Yes,Yes,No,2,36.48,0,0,0
CUST52071,41,Month-to-month,120.0,3935.15,DSL,No,Yes,No,Mailed check,No,0,Yes,Yes,Yes,Yes,0,17.15,1,0,0
CUST52072,63,Month-to-month,108.71,5661.27,Fiber optic,No,Yes,Yes,Mailed check,Yes,0,No,No,Yes,Yes,0,49.74,0,0,1
CUST52073,7,Two year,88.64,567.17,Fiber optic,No,Yes,Yes,Electronic check,Yes,1,Yes,No,Yes,Yes,2,36.72,0,0,1
CUST52074,47,Month-to-month,120.0,5490.25,Fiber optic,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,1,0.0,1,0,1
CUST52075,39,One year,104.34,3985.53,DSL,No,No,No,Mailed check,Yes,1,No,No,No,No phone service,0,39.22,0,0,0
CUST52076,5,Two year,86.67,326.21,Fiber optic,No,Yes,No,Electronic check,No,0,No,No,Yes,No phone service,1,0.85,0,0,1
CUST52077,1,Month-to-month,97.6,104.43,Fiber optic,No,No,Yes,Mailed check,No,0,No,No,Yes,No,2,17.79,0,0,1
CUST52078,1,Month-to-month,61.17,53.28,DSL,No,No,No,Electronic check,Yes,0,No,No,Yes,Yes,0,26.61,1,0,1
CUST52079,53,Month-to-month,89.18,4937.81,DSL,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,No,0,18.94,0,1,1
CUST52080,70,Month-to-month,101.15,6078.54,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,Yes,1,40.6,1,0,0
CUST52081,65,Month-to-month,103.93,5834.86,DSL,No,Yes,No,Bank transfer (automatic),Yes,1,Yes,No,Yes,No,0,64.33,0,0,0
CUST52082,2,One year,110.14,217.7,DSL,No,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,5,0.0,1,0,1
CUST52083,64,Month-to-month,109.48,5302.34,DSL,Yes,No,No,Credit card (automatic),No,0,Yes,No,Yes,No,1,17.59,0,0,0
CUST52084,45,One year,93.51,3355.84,DSL,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,31.32,1,0,0
CUST52085,24,Month-to-month,77.32,2110.41,DSL,No,Yes,No,Bank transfer (automatic),No,0,No,Yes,Yes,Yes,3,25.24,0,0,1
CUST52086,15,Month-to-month,73.36,1027.47,DSL,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,2,0.0,0,0,1
CUST52087,44,Month-to-month,112.76,5360.78,Fiber optic,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,0,50.31,0,0,1
CUST52088,13,One year,97.1,1360.63,Fiber optic,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,30.62,1,0,1
CUST52089,54,Month-to-month,97.71,3970.1,DSL,Yes,No,No,Electronic check,Yes,0,Yes,No,No,No phone service,0,41.72,0,0,0
CUST52090,15,Month-to-month,74.67,1047.01,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,0,38.14,2,0,1
CUST52091,47,Two year,62.54,2936.33,Fiber optic,No,No,No,Credit card (automatic),No,0,No,No,Yes,Yes,1,22.8,2,1,0
CUST52092,69,One year,58.86,4336.07,DSL,Yes,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,0,4.89,0,1,0
CUST52093,1,Month-to-month,97.87,111.22,DSL,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,4,29.6,1,0,1
CUST52094,12,Two year,70.07,678.58,DSL,Yes,No,Yes,Credit card (automatic),Yes,0,No,Yes,Yes,No,0,3.76,0,0,1
CUST52095,38,Month-to-month,120.0,4703.46,Fiber optic,No,No,Yes,Electronic check,Yes,1,No,No,Yes,No,2,47.24,1,0,1
CUST52096,42,Month-to-month,73.62,2863.34,Fiber optic,No,No,Yes,Mailed check,No,1,No,No,Yes,No,1,49.25,0,0,0
CUST52097,38,Month-to-month,59.91,2066.38,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,2,35.44,2,0,0
CUST52098,13,Month-to-month,90.98,887.55,Fiber optic,No,Yes,No,Mailed check,Yes,0,No,No,No,No phone service,1,24.81,0,0,1
CUST52099,59,Month-to-month,65.59,4434.96,No internet service,No,No,No,Credit card (automatic),No,1,No,Yes,Yes,Yes,0,0.0,0,0,0
CUST52100,24,One year,51.68,1236.82,DSL,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,2,50.55,0,0,0
CUST52101,58,Month-to-month,97.23,5649.22,Fiber optic,No,No,No,Mailed check,No,1,Yes,Yes,Yes,No,0,38.87,0,0,0
CUST52102,65,Two year,85.98,6284.45,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,0,51.69,0,0,0
CUST52103,48,Two year,55.61,2251.97,Fiber optic,No,No,No,Mailed check,No,1,No,No,Yes,No,1,52.38,0,0,0
CUST52104,59,One year,70.25,4275.83,Fiber optic,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,0,55.66,1,0,0
CUST52105,12,One year,99.07,1110.35,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,No,Yes,No,2,51.65,0,1,0
CUST52106,20,One year,63.28,1196.26,DSL,Yes,Yes,Yes,Electronic check,No,1,No,No,Yes,No,3,0.0,1,0,0
CUST52107,41,Two year,51.14,2230.45,DSL,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,1,36.76,0,0,0
CUST52108,31,Month-to-month,87.27,2319.95,Fiber optic,Yes,No,No,Credit card (automatic),Yes,0,No,Yes,Yes,Yes,0,30.65,1,1,1
CUST52109,64,Month-to-month,54.22,3902.25,DSL,Yes,No,No,Credit card (automatic),No,0,Yes,No,Yes,Yes,1,42.75,0,1,0
CUST52110,69,Month-to-month,116.31,7585.93,No internet service,No,No,No,Credit card (automatic),Yes,0,No,No,Yes,No,0,0.0,2,0,0
CUST52111,12,One year,88.6,1016.98,DSL,No,No,Yes,Bank transfer (automatic),No,0,Yes,No,Yes,No,2,6.94,1,0,1
CUST52112,69,Month-to-month,120.0,7507.07,Fiber optic,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,No,0,61.05,1,0,1
CUST52113,62,One year,85.24,4124.65,Fiber optic,No,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,No,2,39.77,0,0,0
CUST52114,20,Month-to-month,73.34,1425.14,DSL,Yes,No,No,Electronic check,No,0,No,Yes,Yes,No,1,33.86,0,0,1
CUST52115,6,Two year,64.08,389.31,Fiber optic,No,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,No,2,18.28,0,0,0
CUST52116,28,Month-to-month,91.09,1964.57,DSL,No,Yes,No,Electronic check,Yes,0,Yes,No,No,No phone service,1,9.77,2,0,1
CUST52117,70,Month-to-month,85.15,5177.64,Fiber optic,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,No,0,15.17,0,0,0
CUST52118,2,Month-to-month,73.88,159.87,Fiber optic,No,Yes,Yes,Credit card (automatic),No,0,Yes,No,Yes,No,1,15.29,1,0,1
CUST52119,70,Month-to-month,120.0,7964.17,Fiber optic,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,Yes,0,40.48,0,1,0
CUST52120,17,Month-to-month,95.86,1615.0,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,Yes,Yes,1,33.79,0,0,1
CUST52121,71,Month-to-month,82.76,5269.58,No internet service,No,No,No,Credit card (automatic),Yes,0,Yes,No,No,No phone service,0,0.0,0,0,0
CUST52122,40,Month-to-month,99.85,3086.7,Fiber optic,Yes,No,Yes,Electronic check,Yes,0,Yes,No,No,No phone service,0,44.72,0,0,1
CUST52123,25,Month-to-month,90.08,2193.88,DSL,No,No,No,Electronic check,Yes,0,No,Yes,Yes,Yes,3,0.0,1,1,1
CUST52124,48,Month-to-month,56.54,2311.95,Fiber optic,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,1,0.0,0,0,0
CUST52125,62,Month-to-month,51.67,3312.41,No internet service,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,1,0.0,1,0,0
CUST52126,24,Month-to-month,120.0,2615.98,DSL,No,Yes,Yes,Credit card (automatic),No,0,No,No,Yes,No,2,58.96,0,1,0
CUST52127,25,Month-to-month,93.97,2240.05,Fiber optic,No,No,No,Electronic check,No,0,No,Yes,Yes,No phone service,1,0.0,0,0,1
CUST52128,49,Month-to-month,90.08,4301.67,DSL,Yes,No,No,Mailed check,No,0,No,No,Yes,No,3,19.16,0,0,0
CUST52129,8,Month-to-month,112.54,935.34,Fiber optic,No,No,Yes,Mailed check,No,0,Yes,No,Yes,No,1,60.26,0,0,0
CUST52130,50,Month-to-month,72.75,3909.61,DSL,No,No,No,Electronic check,Yes,0,No,Yes,Yes,Yes,0,0.0,0,0,0
CUST52131,32,One year,59.47,1504.17,Fiber optic,No,No,Yes,Credit card (automatic),No,1,No,No,Yes,No,0,44.99,0,1,1
CUST52132,21,Two year,38.94,643.87,DSL,No,Yes,Yes,Electronic check,Yes,0,No,No,No,No phone service,0,21.95,0,0,0
CUST52133,58,Two year,60.82,2872.46,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,No,1,45.59,0,1,0
CUST52134,45,Month-to-month,65.85,3002.5,DSL,No,No,Yes,Mailed check,No,1,Yes,Yes,Yes,Yes,0,49.93,0,0,0
CUST52135,2,One year,66.24,112.67,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,34.75,1,0,1
CUST52136,69,Month-to-month,66.66,4872.74,Fiber optic,No,No,No,Credit card (automatic),No,1,Yes,No,Yes,Yes,0,12.5,1,0,0
CUST52137,32,One year,103.26,2985.64,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,No,No phone service,1,10.28,0,0,0
CUST52138,1,One year,101.42,93.09,DSL,Yes,No,Yes,Electronic check,No,0,Yes,No,Yes,No,0,19.05,0,0,0
CUST52139,44,Two year,48.44,2074.65,DSL,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,Yes,0,0.0,0,0,0
CUST52140,25,Two year,31.34,780.83,DSL,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,No,1,41.43,1,0,0
CUST52141,59,Month-to-month,78.31,3498.89,No internet service,No,No,Yes,Mailed check,No,0,No,No,Yes,No,1,0.0,0,0,0
CUST52142,50,One year,102.31,4684.24,DSL,No,No,No,Electronic check,Yes,0,No,Yes,Yes,No,1,54.84,0,1,0
CUST52143,18,Two year,53.73,1041.32,Fiber optic,No,No,No,Credit card (automatic),Yes,0,Yes,No,Yes,No,1,13.58,0,0,0
CUST52144,64,Month-to-month,52.34,3329.94,DSL,No,No,No,Bank transfer (automatic),Yes,0,No,Yes,No,No phone service,0,23.42,0,0,1
CUST52145,8,Two year,30.91,212.64,Fiber optic,Yes,No,No,Electronic check,Yes,0,Yes,No,Yes,No,2,17.32,0,0,1
CUST52146,26,Month-to-month,86.68,2528.35,DSL,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,0,58.5,0,2,1
CUST52147,15,Two year,61.0,1040.67,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,Yes,No,1,37.54,1,0,1
CUST52148,17,One year,88.36,1406.09,DSL,No,No,No,Electronic check,Yes,0,No,Yes,Yes,No,0,47.01,4,0,1
CUST52149,45,Month-to-month,96.95,3877.94,DSL,No,No,No,Electronic check,Yes,0,No,Yes,No,No phone service,1,18.5,0,0,1
CUST52150,58,One year,101.89,6495.3,DSL,Yes,Yes,No,Electronic check,No,1,Yes,Yes,Yes,No,1,40.88,0,0,0
CUST52151,45,Month-to-month,105.12,4081.59,DSL,No,Yes,No,Electronic check,No,0,No,No,Yes,No,2,41.82,1,0,0
CUST52152,3,One year,48.15,150.38,Fiber optic,No,Yes,No,Mailed check,No,0,No,Yes,Yes,No,4,29.15,0,0,1
CUST52153,26,One year,58.86,1567.92,No internet service,No,No,Yes,Mailed check,Yes,1,Yes,Yes,Yes,No,0,0.0,0,0,0
CUST52154,41,One year,108.06,4446.63,Fiber optic,No,Yes,No,Mailed check,No,0,Yes,No,Yes,No,1,33.48,1,0,0
CUST52155,38,Two year,34.9,1079.92,No internet service,No,No,No,Credit card (automatic),Yes,0,Yes,No,No,No phone service,0,0.0,1,0,0
CUST52156,36,Month-to-month,86.68,2560.09,Fiber optic,Yes,Yes,No,Electronic check,No,1,Yes,No,Yes,No,1,42.48,0,0,1
CUST52157,27,Month-to-month,82.53,2016.61,DSL,No,Yes,No,Credit card (automatic),No,0,No,No,Yes,No,3,12.5,0,0,1
CUST52158,10,Month-to-month,79.9,772.58,DSL,Yes,No,Yes,Credit card (automatic),No,0,Yes,No,Yes,No,0,0.0,0,1,0
CUST52159,7,Month-to-month,87.51,548.72,DSL,Yes,No,No,Credit card (automatic),Yes,0,No,No,Yes,No,0,15.39,0,0,1
CUST52160,1,Month-to-month,66.05,68.88,DSL,Yes,No,No,Electronic check,Yes,1,No,No,Yes,No,2,16.08,0,0,1
CUST52161,7,Month-to-month,74.4,448.39,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,1,32.42,0,0,1
CUST52162,55,Month-to-month,104.92,5727.2,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,No phone service,2,29.59,0,0,0
CUST52163,37,Month-to-month,91.07,2857.77,Fiber optic,No,No,No,Electronic check,Yes,1,No,No,No,No phone service,2,17.33,0,0,1
CUST52164,60,Two year,120.0,6670.43,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,Yes,No,No phone service,0,0.0,0,1,0
CUST52165,67,Month-to-month,56.57,3487.2,DSL,Yes,No,Yes,Electronic check,No,0,No,Yes,Yes,No,3,16.73,0,0,0
CUST52166,2,Two year,81.72,155.9,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,1,34.09,0,0,0
CUST52167,32,Month-to-month,51.85,1744.2,DSL,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,No,0,50.11,0,0,0
CUST52168,23,Month-to-month,89.05,1815.61,DSL,Yes,No,Yes,Electronic check,No,0,Yes,No,Yes,No,3,15.11,0,0,1
CUST52169,38,Month-to-month,76.43,2927.37,DSL,No,No,Yes,Credit card (automatic),Yes,0,No,Yes,Yes,No,1,26.2,0,0,1
CUST52170,51,Month-to-month,92.54,5233.1,DSL,No,Yes,No,Credit card (automatic),No,0,No,Yes,Yes,No,0,22.72,1,0,0
CUST52171,59,Month-to-month,79.29,4093.78,Fiber optic,No,No,Yes,Electronic check,No,1,No,No,Yes,No,0,8.4,0,0,0
CUST52172,36,Month-to-month,40.54,1394.61,DSL,No,No,No,Mailed check,No,0,Yes,No,Yes,No,1,42.75,1,0,0
CUST52173,40,Month-to-month,109.08,3799.8,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,1,34.66,0,0,1
CUST52174,3,Month-to-month,96.79,314.2,No internet service,No,No,No,Credit card (automatic),Yes,0,Yes,No,Yes,No,0,0.0,0,0,1
CUST52175,4,One year,85.75,297.06,No internet service,No,No,Yes,Bank transfer (automatic),No,0,Yes,Yes,Yes,No,0,0.0,0,2,0
CUST52176,27,Month-to-month,114.56,3538.65,Fiber optic,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,0,25.05,0,1,0
CUST52177,28,Two year,85.19,1852.37,Fiber optic,No,No,No,Bank transfer (automatic),No,1,Yes,No,Yes,No,0,29.14,0,0,1
CUST52178,33,Month-to-month,108.45,3964.7,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,No,1,13.25,1,0,1
CUST52179,2,Two year,49.06,105.06,DSL,No,Yes,Yes,Credit card (automatic),No,0,No,No,Yes,No phone service,0,48.82,0,0,0
CUST52180,18,One year,59.83,874.15,DSL,No,No,No,Credit card (automatic),Yes,0,No,No,Yes,No,1,21.1,0,0,1
CUST52181,67,Two year,93.98,6401.99,DSL,Yes,No,No,Bank transfer (automatic),Yes,0,No,Yes,No,No phone service,0,15.44,0,0,0
CUST52182,4,Two year,113.65,347.71,DSL,No,No,Yes,Mailed check,Yes,0,No,No,Yes,No,1,43.82,0,0,0
CUST52183,71,Month-to-month,84.22,4615.81,No internet service,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,1,0.0,0,0,0
CUST52184,52,One year,20.01,1016.59,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,No,2,32.65,0,0,0
CUST52185,17,Month-to-month,84.82,1419.84,No internet service,No,No,No,Electronic check,No,1,No,No,Yes,No,0,0.0,0,0,1
CUST52186,59,Two year,114.21,5889.78,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,No,Yes,No,1,21.7,1,0,0
CUST52187,40,One year,76.32,3353.44,Fiber optic,No,No,No,Credit card (automatic),No,0,No,No,Yes,Yes,0,27.71,1,0,0
CUST52188,37,Month-to-month,72.91,2676.36,Fiber optic,No,No,No,Credit card (automatic),No,0,No,No,Yes,No,2,38.74,0,0,0
CUST52189,6,Two year,104.14,629.44,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,1,28.2,0,0,0
CUST52190,44,Month-to-month,87.2,3809.73,Fiber optic,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,4,17.9,0,0,0
CUST52191,16,One year,61.04,890.42,DSL,No,Yes,No,Electronic check,Yes,0,No,No,Yes,No,2,34.88,0,0,0
CUST52192,24,One year,46.26,863.38,Fiber optic,No,No,Yes,Credit card (automatic),Yes,0,No,Yes,Yes,No,1,11.67,0,1,0
CUST52193,7,Month-to-month,44.7,305.31,DSL,No,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,No phone service,1,47.25,1,0,1
CUST52194,56,One year,101.39,6131.81,Fiber optic,No,Yes,No,Mailed check,No,0,Yes,Yes,Yes,No,1,79.33,0,0,0
CUST52195,1,Two year,41.8,46.5,DSL,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,0,29.27,0,0,0
CUST52196,44,Month-to-month,120.0,4247.46,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes,1,Yes,No,Yes,Yes,0,37.46,0,0,0
CUST52197,48,Month-to-month,120.0,6009.72,DSL,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,No,0,6.13,0,0,1
CUST52198,35,Month-to-month,58.04,1694.13,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,No,1,26.67,0,0,1
CUST52199,32,One year,67.81,1807.4,Fiber optic,Yes,Yes,No,Electronic check,No,0,Yes,Yes,Yes,No,0,40.11,0,2,0
CUST52200,26,Month-to-month,96.51,1947.1,DSL,No,No,Yes,Electronic check,Yes,0,No,Yes,Yes,No phone service,1,35.3,1,0,1
CUST52201,51,Two year,98.6,5727.31,No internet service,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,Yes,1,0.0,0,2,1
CUST52202,53,Two year,72.72,4043.67,DSL,Yes,No,No,Electronic check,No,0,No,No,Yes,No,1,18.75,0,0,0
CUST52203,70,Month-to-month,66.67,4132.72,DSL,No,Yes,Yes,Bank transfer (automatic),No,0,Yes,No,Yes,No phone service,2,22.79,0,0,0
CUST52204,3,Month-to-month,72.5,237.53,DSL,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,2,22.8,0,0,1
CUST52205,65,One year,85.47,4488.91,Fiber optic,No,No,Yes,Bank transfer (automatic),No,0,Yes,No,Yes,No,1,13.62,0,0,0
CUST52206,34,One year,71.17,2144.72,Fiber optic,No,No,No,Credit card (automatic),Yes,0,No,No,Yes,No,1,48.76,1,0,1
CUST52207,3,Month-to-month,107.83,249.02,DSL,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,0,44.23,2,0,1
CUST52208,67,Month-to-month,65.74,4072.52,DSL,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,0,5.34,1,0,0
CUST52209,30,Month-to-month,105.1,2685.37,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,No,Yes,No,1,64.83,1,0,1
CUST52210,46,Two year,81.76,4309.64,No internet service,No,No,No,Bank transfer (automatic),No,0,Yes,No,Yes,No,2,0.0,1,0,0
CUST52211,68,Month-to-month,81.22,4560.95,DSL,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,0,18.05,0,1,0
CUST52212,48,Two year,64.02,2515.26,DSL,No,No,No,Electronic check,No,0,No,No,Yes,No,1,23.92,0,0,0
CUST52213,70,Month-to-month,80.47,4331.71,DSL,No,No,Yes,Electronic check,Yes,1,No,No,Yes,No,2,25.24,2,1,0
CUST52214,22,Two year,49.83,1043.41,DSL,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,No,No phone service,1,6.97,1,0,1
CUST52215,53,Month-to-month,112.05,4641.98,Fiber optic,No,No,No,Bank transfer (automatic),No,0,Yes,No,Yes,No,3,0.0,2,0,1
CUST52216,8,Month-to-month,74.12,625.75,No internet service,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,0,0.0,0,0,1
CUST52217,19,Two year,59.46,1036.25,No internet service,No,Yes,No,Mailed check,No,0,Yes,No,No,No phone service,3,0.0,0,0,0
CUST52218,16,Two year,58.9,1081.4,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No,0,No,Yes,Yes,No,0,0.0,1,0,1
CUST52219,32,Month-to-month,120.0,2987.77,DSL,No,No,Yes,Bank transfer (automatic),No,0,Yes,No,Yes,No,2,25.16,0,0,0
CUST52220,7,Month-to-month,95.86,622.25,No internet service,Yes,No,No,Electronic check,Yes,0,Yes,No,Yes,No,2,0.0,0,0,1
CUST52221,21,Month-to-month,48.88,1168.37,DSL,No,No,Yes,Bank transfer (automatic),No,0,No,No,Yes,No,0,18.73,1,0,0
CUST52222,4,Month-to-month,93.44,344.64,DSL,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,No,3,21.57,1,1,1
CUST52223,19,Month-to-month,81.6,1378.06,Fiber optic,No,No,No,Credit card (automatic),No,0,Yes,No,Yes,No,3,40.6,0,1,1
CUST52224,4,Two year,49.01,157.71,DSL,Yes,No,No,Mailed check,Yes,0,Yes,No,Yes,No,0,12.0,1,0,0
CUST52225,19,Month-to-month,78.9,1487.36,Fiber optic,Yes,No,Yes,Mailed check,No,0,Yes,Yes,Yes,No,0,20.38,0,0,0
CUST52226,62,One year,76.41,4146.92,No internet service,Yes,No,No,Credit card (automatic),No,0,No,Yes,Yes,No,0,0.0,0,0,0
CUST52227,50,Month-to-month,91.83,4493.98,Fiber optic,No,No,No,Credit card (automatic),Yes,0,No,No,Yes,No,2,12.15,0,0,0
CUST52228,4,Month-to-month,93.89,420.05,Fiber optic,No,No,No,Electronic check,Yes,1,Yes,Yes,No,No phone service,3,41.15,1,0,1
CUST52229,51,One year,75.24,3760.63,DSL,Yes,No,No,Credit card (automatic),Yes,1,Yes,No,Yes,No,0,50.77,1,1,0
CUST52230,68,Month-to-month,101.66,5357.67,DSL,Yes,No,No,Electronic check,No,1,Yes,No,Yes,No,1,17.71,1,0,0
CUST52231,42,One year,120.0,4775.33,Fiber optic,No,No,No,Credit card (automatic),No,0,Yes,No,No,No phone service,1,48.56,1,0,0
CUST52232,22,Month-to-month,89.21,2026.88,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,No,No,No phone service,3,13.98,0,0,1
CUST52233,68,Two year,55.65,3744.43,No internet service,No,No,No,Mailed check,No,0,Yes,No,Yes,No,2,0.0,0,0,0
CUST52234,68,One year,71.33,3901.11,DSL,No,No,No,Credit card (automatic),No,0,No,Yes,Yes,No,2,57.91,0,0,0
CUST52235,55,Two year,84.51,4278.49,DSL,Yes,Yes,Yes,Electronic check,No,1,Yes,Yes,No,No phone service,2,28.58,0,0,0
CUST52236,30,Month-to-month,105.14,3035.71,DSL,No,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,No,4,31.64,0,0,1
CUST52237,31,Month-to-month,73.1,2049.37,Fiber optic,No,No,Yes,Mailed check,Yes,0,No,No,Yes,No,0,17.15,0,1,0
CUST52238,19,Month-to-month,120.0,2552.44,Fiber optic,No,No,No,Electronic check,Yes,0,No,Yes,Yes,No,0,10.76,0,0,1
CUST52239,60,One year,39.08,2682.28,No internet service,No,No,No,Credit card (automatic),No,0,No,Yes,Yes,No,4,0.0,0,2,0
CUST52240,62,Month-to-month,100.61,6576.62,DSL,No,Yes,Yes,Bank transfer (automatic),Yes,1,No,No,Yes,Yes,2,66.11,0,1,0
CUST52241,18,Month-to-month,111.53,2245.61,Fiber optic,No,Yes,Yes,Credit card (automatic),No,0,No,No,Yes,Yes,0,20.78,0,0,0
CUST52242,31,Month-to-month,50.17,1749.67,DSL,No,No,No,Credit card (automatic),No,0,No,No,Yes,No,1,47.05,2,1,0
CUST52243,30,Month-to-month,86.93,2319.54,DSL,No,No,No,Electronic check,Yes,0,No,No,Yes,No,3,65.82,1,0,1
CUST52244,57,Month-to-month,42.58,2151.68,DSL,Yes,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,2,25.38,1,0,0
CUST52245,4,Month-to-month,76.75,235.33,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,1,29.41,0,1,1
